course,day,start_time,end_time,hours
CSC 0314,Wednesday,5:00 PM,7:00 PM,2
CSC 0314,Wednesday,7:00 PM,9:00 PM,2
CSC 0314,Thursday,7:00 AM,9:00 AM,2
CSC 0314,Thursday,9:00 AM,11:00 AM,2
CSC 0314,Thursday,11:00 AM,1:00 PM,2
CSC 0314,Thursday,1:00 PM,3:00 PM,2
CSC 0314,Thursday,3:00 PM,5:00 PM,2
CSC 0314,Thursday,5:00 PM,7:00 PM,2
CSC 0314,Thursday,7:00 PM,9:00 PM,2
CSC 0314,Friday,7:00 AM,9:00 AM,2
CSC 0314,Friday,9:00 AM,11:00 AM,2
CSC 0314,Friday,11:00 AM,1:00 PM,2
CSC 0314,Friday,1:00 PM,3:00 PM,2
CSC 0314,Friday,3:00 PM,5:00 PM,2
CSC 0314,Friday,5:00 PM,7:00 PM,2
CSC 0314,Friday,7:00 PM,9:00 PM,2
CSC 0314,Saturday,7:00 AM,9:00 AM,2
CSC 0314,Saturday,9:00 AM,11:00 AM,2
CSC 0314,Saturday,11:00 AM,1:00 PM,2
CSC 0314,Saturday,1:00 PM,3:00 PM,2
CSC 0314,Saturday,3:00 PM,5:00 PM,2
CSC 0314,Saturday,5:00 PM,7:00 PM,2
CSC 0314,Saturday,7:00 PM,9:00 PM,2
CSC 0314.1,Monday,7:00 AM,8:00 AM,1
CSC 0314.1,Monday,8:00 AM,9:00 AM,1
CSC 0314.1,Monday,9:00 AM,10:00 AM,1
CSC 0314.1,Monday,10:00 AM,11:00 AM,1
CSC 0314.1,Monday,11:00 AM,12:00 PM,1
CSC 0314.1,Monday,12:00 PM,1:00 PM,1
CSC 0314.1,Monday,1:00 PM,2:00 PM,1
CSC 0314.1,Monday,2:00 PM,3:00 PM,1
CSC 0314.1,Monday,3:00 PM,4:00 PM,1
CSC 0314.1,Monday,4:00 PM,5:00 PM,1
CSC 0314.1,Monday,5:00 PM,6:00 PM,1
CSC 0314.1,Monday,6:00 PM,7:00 PM,1
CSC 0314.1,Monday,7:00 PM,8:00 PM,1
CSC 0314.1,Monday,8:00 PM,9:00 PM,1
CSC 0314.1,Tuesday,7:00 AM,8:00 AM,1
CSC 0314.1,Tuesday,8:00 AM,9:00 AM,1
CSC 0314.1,Tuesday,9:00 AM,10:00 AM,1
CSC 0314.1,Tuesday,10:00 AM,11:00 AM,1
CSC 0314.1,Tuesday,11:00 AM,12:00 PM,1
CSC 0314.1,Tuesday,12:00 PM,1:00 PM,1
CSC 0314.1,Tuesday,1:00 PM,2:00 PM,1
CSC 0314.1,Tuesday,2:00 PM,3:00 PM,1
CSC 0314.1,Tuesday,3:00 PM,4:00 PM,1
CSC 0314.1,Tuesday,4:00 PM,5:00 PM,1
CSC 0314.1,Tuesday,5:00 PM,6:00 PM,1
CSC 0314.1,Tuesday,6:00 PM,7:00 PM,1
CSC 0314.1,Tuesday,7:00 PM,8:00 PM,1
CSC 0314.1,Tuesday,8:00 PM,9:00 PM,1
CSC 0314.1,Wednesday,7:00 AM,8:00 AM,1
CSC 0314.1,Wednesday,8:00 AM,9:00 AM,1
CSC 0314.1,Wednesday,9:00 AM,10:00 AM,1
CSC 0314.1,Wednesday,10:00 AM,11:00 AM,1
CSC 0314.1,Wednesday,11:00 AM,12:00 PM,1
CSC 0314.1,Wednesday,12:00 PM,1:00 PM,1
CSC 0314.1,Wednesday,1:00 PM,2:00 PM,1
CSC 0314.1,Wednesday,2:00 PM,3:00 PM,1
CSC 0314.1,Wednesday,3:00 PM,4:00 PM,1
CSC 0314.1,Wednesday,4:00 PM,5:00 PM,1
CSC 0314.1,Wednesday,5:00 PM,6:00 PM,1
CSC 0314.1,Wednesday,6:00 PM,7:00 PM,1
CSC 0314.1,Wednesday,7:00 PM,8:00 PM,1
CSC 0314.1,Wednesday,8:00 PM,9:00 PM,1
CSC 0314.1,Thursday,7:00 AM,8:00 AM,1
CSC 0314.1,Thursday,8:00 AM,9:00 AM,1
CSC 0314.1,Thursday,9:00 AM,10:00 AM,1
CSC 0314.1,Thursday,10:00 AM,11:00 AM,1
CSC 0314.1,Thursday,11:00 AM,12:00 PM,1
CSC 0314.1,Thursday,12:00 PM,1:00 PM,1
CSC 0314.1,Thursday,1:00 PM,2:00 PM,1
CSC 0314.1,Thursday,2:00 PM,3:00 PM,1
CSC 0314.1,Thursday,3:00 PM,4:00 PM,1
CSC 0314.1,Thursday,4:00 PM,5:00 PM,1
CSC 0314.1,Thursday,5:00 PM,6:00 PM,1
CSC 0314.1,Thursday,6:00 PM,7:00 PM,1
CSC 0314.1,Thursday,7:00 PM,8:00 PM,1
CSC 0314.1,Thursday,8:00 PM,9:00 PM,1
CSC 0314.1,Friday,7:00 AM,8:00 AM,1
CSC 0314.1,Friday,8:00 AM,9:00 AM,1
CSC 0314.1,Friday,9:00 AM,10:00 AM,1
CSC 0314.1,Friday,10:00 AM,11:00 AM,1
CSC 0314.1,Friday,11:00 AM,12:00 PM,1
CSC 0314.1,Friday,12:00 PM,1:00 PM,1
CSC 0314.1,Friday,1:00 PM,2:00 PM,1
CSC 0314.1,Friday,2:00 PM,3:00 PM,1
CSC 0314.1,Friday,3:00 PM,4:00 PM,1
CSC 0314.1,Friday,4:00 PM,5:00 PM,1
CSC 0314.1,Friday,5:00 PM,6:00 PM,1
CSC 0314.1,Friday,6:00 PM,7:00 PM,1
CSC 0314.1,Friday,7:00 PM,8:00 PM,1
CSC 0314.1,Friday,8:00 PM,9:00 PM,1
CSC 0314.1,Saturday,7:00 AM,8:00 AM,1
CSC 0314.1,Saturday,8:00 AM,9:00 AM,1
CSC 0314.1,Saturday,9:00 AM,10:00 AM,1
CSC 0314.1,Saturday,10:00 AM,11:00 AM,1
CSC 0314.1,Saturday,11:00 AM,12:00 PM,1
CSC 0314.1,Saturday,12:00 PM,1:00 PM,1
CSC 0314.1,Saturday,1:00 PM,2:00 PM,1
CSC 0314.1,Saturday,2:00 PM,3:00 PM,1
CSC 0314.1,Saturday,3:00 PM,4:00 PM,1
CSC 0314.1,Saturday,4:00 PM,5:00 PM,1
CSC 0314.1,Saturday,5:00 PM,6:00 PM,1
CSC 0314.1,Saturday,6:00 PM,7:00 PM,1
CSC 0314.1,Saturday,7:00 PM,8:00 PM,1
CSC 0314.1,Saturday,8:00 PM,9:00 PM,1
CSC 0315,Monday,7:00 AM,9:00 AM,2
CSC 0315,Monday,9:00 AM,11:00 AM,2
CSC 0315,Monday,11:00 AM,1:00 PM,2
CSC 0315,Monday,1:00 PM,3:00 PM,2
CSC 0315,Monday,3:00 PM,5:00 PM,2
CSC 0315,Monday,5:00 PM,7:00 PM,2
CSC 0315,Monday,7:00 PM,9:00 PM,2
CSC 0315,Tuesday,7:00 AM,9:00 AM,2
CSC 0315,Tuesday,9:00 AM,11:00 AM,2
CSC 0315,Tuesday,11:00 AM,1:00 PM,2
CSC 0315,Tuesday,1:00 PM,3:00 PM,2
CSC 0315,Tuesday,3:00 PM,5:00 PM,2
CSC 0315,Tuesday,5:00 PM,7:00 PM,2
CSC 0315,Tuesday,7:00 PM,9:00 PM,2
CSC 0315,Wednesday,7:00 AM,9:00 AM,2
CSC 0315,Wednesday,9:00 AM,11:00 AM,2
CSC 0315,Wednesday,11:00 AM,1:00 PM,2
CSC 0315,Wednesday,1:00 PM,3:00 PM,2
CSC 0315,Wednesday,3:00 PM,5:00 PM,2
CSC 0315,Wednesday,5:00 PM,7:00 PM,2
CSC 0315,Wednesday,7:00 PM,9:00 PM,2
CSC 0315,Thursday,7:00 AM,9:00 AM,2
CSC 0315,Thursday,9:00 AM,11:00 AM,2
CSC 0315,Thursday,11:00 AM,1:00 PM,2
CSC 0315,Thursday,1:00 PM,3:00 PM,2
CSC 0315,Thursday,3:00 PM,5:00 PM,2
CSC 0315,Thursday,5:00 PM,7:00 PM,2
CSC 0315,Thursday,7:00 PM,9:00 PM,2
CSC 0315,Friday,7:00 AM,9:00 AM,2
CSC 0315,Friday,9:00 AM,11:00 AM,2
CSC 0315,Friday,11:00 AM,1:00 PM,2
CSC 0315,Friday,1:00 PM,3:00 PM,2
CSC 0315,Friday,3:00 PM,5:00 PM,2
CSC 0315,Friday,5:00 PM,7:00 PM,2
CSC 0315,Friday,7:00 PM,9:00 PM,2
CSC 0315,Saturday,7:00 AM,9:00 AM,2
CSC 0315,Saturday,9:00 AM,11:00 AM,2
CSC 0315,Saturday,11:00 AM,1:00 PM,2
CSC 0315,Saturday,1:00 PM,3:00 PM,2
CSC 0315,Saturday,3:00 PM,5:00 PM,2
CSC 0315,Saturday,5:00 PM,7:00 PM,2
CSC 0315,Saturday,7:00 PM,9:00 PM,2
CSC 0315.1,Monday,7:00 AM,8:00 AM,1
CSC 0315.1,Monday,8:00 AM,9:00 AM,1
CSC 0315.1,Monday,9:00 AM,10:00 AM,1
CSC 0315.1,Monday,10:00 AM,11:00 AM,1
CSC 0315.1,Monday,11:00 AM,12:00 PM,1
CSC 0315.1,Monday,12:00 PM,1:00 PM,1
CSC 0315.1,Monday,1:00 PM,2:00 PM,1
CSC 0315.1,Monday,2:00 PM,3:00 PM,1
CSC 0315.1,Monday,3:00 PM,4:00 PM,1
CSC 0315.1,Monday,4:00 PM,5:00 PM,1
CSC 0315.1,Monday,5:00 PM,6:00 PM,1
CSC 0315.1,Monday,6:00 PM,7:00 PM,1
CSC 0315.1,Monday,7:00 PM,8:00 PM,1
CSC 0315.1,Monday,8:00 PM,9:00 PM,1
CSC 0315.1,Tuesday,7:00 AM,8:00 AM,1
CSC 0315.1,Tuesday,8:00 AM,9:00 AM,1
CSC 0315.1,Tuesday,9:00 AM,10:00 AM,1
CSC 0315.1,Tuesday,10:00 AM,11:00 AM,1
CSC 0315.1,Tuesday,11:00 AM,12:00 PM,1
CSC 0315.1,Tuesday,12:00 PM,1:00 PM,1
CSC 0315.1,Tuesday,1:00 PM,2:00 PM,1
CSC 0315.1,Tuesday,2:00 PM,3:00 PM,1
CSC 0315.1,Tuesday,3:00 PM,4:00 PM,1
CSC 0315.1,Tuesday,4:00 PM,5:00 PM,1
CSC 0315.1,Tuesday,5:00 PM,6:00 PM,1
CSC 0315.1,Tuesday,6:00 PM,7:00 PM,1
CSC 0315.1,Tuesday,7:00 PM,8:00 PM,1
CSC 0315.1,Tuesday,8:00 PM,9:00 PM,1
CSC 0315.1,Wednesday,7:00 AM,8:00 AM,1
CSC 0315.1,Wednesday,8:00 AM,9:00 AM,1
CSC 0315.1,Wednesday,9:00 AM,10:00 AM,1
CSC 0315.1,Wednesday,10:00 AM,11:00 AM,1
CSC 0315.1,Wednesday,11:00 AM,12:00 PM,1
CSC 0315.1,Wednesday,12:00 PM,1:00 PM,1
CSC 0315.1,Wednesday,1:00 PM,2:00 PM,1
CSC 0315.1,Wednesday,2:00 PM,3:00 PM,1
CSC 0315.1,Wednesday,3:00 PM,4:00 PM,1
CSC 0315.1,Wednesday,4:00 PM,5:00 PM,1
CSC 0315.1,Wednesday,5:00 PM,6:00 PM,1
CSC 0315.1,Wednesday,6:00 PM,7:00 PM,1
CSC 0315.1,Wednesday,7:00 PM,8:00 PM,1
CSC 0315.1,Wednesday,8:00 PM,9:00 PM,1
CSC 0315.1,Thursday,7:00 AM,8:00 AM,1
CSC 0315.1,Thursday,8:00 AM,9:00 AM,1
CSC 0315.1,Thursday,9:00 AM,10:00 AM,1
CSC 0315.1,Thursday,10:00 AM,11:00 AM,1
CSC 0315.1,Thursday,11:00 AM,12:00 PM,1
CSC 0315.1,Thursday,12:00 PM,1:00 PM,1
CSC 0315.1,Thursday,1:00 PM,2:00 PM,1
CSC 0315.1,Thursday,2:00 PM,3:00 PM,1
CSC 0315.1,Thursday,3:00 PM,4:00 PM,1
CSC 0315.1,Thursday,4:00 PM,5:00 PM,1
CSC 0315.1,Thursday,5:00 PM,6:00 PM,1
CSC 0315.1,Thursday,6:00 PM,7:00 PM,1
CSC 0315.1,Thursday,7:00 PM,8:00 PM,1
CSC 0315.1,Thursday,8:00 PM,9:00 PM,1
CSC 0315.1,Friday,7:00 AM,8:00 AM,1
CSC 0315.1,Friday,8:00 AM,9:00 AM,1
CSC 0315.1,Friday,9:00 AM,10:00 AM,1
CSC 0315.1,Friday,10:00 AM,11:00 AM,1
CSC 0315.1,Friday,11:00 AM,12:00 PM,1
CSC 0315.1,Friday,12:00 PM,1:00 PM,1
CSC 0315.1,Friday,1:00 PM,2:00 PM,1
CSC 0315.1,Friday,2:00 PM,3:00 PM,1
CSC 0315.1,Friday,3:00 PM,4:00 PM,1
CSC 0315.1,Friday,4:00 PM,5:00 PM,1
CSC 0315.1,Friday,5:00 PM,6:00 PM,1
CSC 0315.1,Friday,6:00 PM,7:00 PM,1
CSC 0315.1,Friday,7:00 PM,8:00 PM,1
CSC 0315.1,Friday,8:00 PM,9:00 PM,1
CSC 0315.1,Saturday,7:00 AM,8:00 AM,1
CSC 0315.1,Saturday,8:00 AM,9:00 AM,1
CSC 0315.1,Saturday,9:00 AM,10:00 AM,1
CSC 0315.1,Saturday,10:00 AM,11:00 AM,1
CSC 0315.1,Saturday,11:00 AM,12:00 PM,1
CSC 0315.1,Saturday,12:00 PM,1:00 PM,1
CSC 0315.1,Saturday,1:00 PM,2:00 PM,1
CSC 0315.1,Saturday,2:00 PM,3:00 PM,1
CSC 0315.1,Saturday,3:00 PM,4:00 PM,1
CSC 0315.1,Saturday,4:00 PM,5:00 PM,1
CSC 0315.1,Saturday,5:00 PM,6:00 PM,1
CSC 0315.1,Saturday,6:00 PM,7:00 PM,1
CSC 0315.1,Saturday,7:00 PM,8:00 PM,1
CSC 0315.1,Saturday,8:00 PM,9:00 PM,1
CSC 0316,Monday,7:00 AM,10:00 AM,3
CSC 0316,Monday,10:00 AM,1:00 PM,3
CSC 0316,Monday,1:00 PM,4:00 PM,3
CSC 0316,Monday,4:00 PM,7:00 PM,3
CSC 0316,Tuesday,7:00 AM,10:00 AM,3
CSC 0316,Tuesday,10:00 AM,1:00 PM,3
CSC 0316,Tuesday,1:00 PM,4:00 PM,3
CSC 0316,Tuesday,4:00 PM,7:00 PM,3
CSC 0316,Wednesday,7:00 AM,10:00 AM,3
CSC 0316,Wednesday,10:00 AM,1:00 PM,3
CSC 0316,Wednesday,1:00 PM,4:00 PM,3
CSC 0316,Wednesday,4:00 PM,7:00 PM,3
CSC 0316,Thursday,7:00 AM,10:00 AM,3
CSC 0316,Thursday,10:00 AM,1:00 PM,3
CSC 0316,Thursday,1:00 PM,4:00 PM,3
CSC 0316,Thursday,4:00 PM,7:00 PM,3
CSC 0316,Friday,7:00 AM,10:00 AM,3
CSC 0316,Friday,10:00 AM,1:00 PM,3
CSC 0316,Friday,1:00 PM,4:00 PM,3
CSC 0316,Friday,4:00 PM,7:00 PM,3
CSC 0316,Saturday,7:00 AM,10:00 AM,3
CSC 0316,Saturday,10:00 AM,1:00 PM,3
CSC 0316,Saturday,1:00 PM,4:00 PM,3
CSC 0316,Saturday,4:00 PM,7:00 PM,3
CSC 0321,Monday,7:00 AM,9:00 AM,2
CSC 0321,Monday,9:00 AM,11:00 AM,2
CSC 0321,Monday,11:00 AM,1:00 PM,2
CSC 0321,Monday,1:00 PM,3:00 PM,2
CSC 0321,Monday,3:00 PM,5:00 PM,2
CSC 0321,Monday,5:00 PM,7:00 PM,2
CSC 0321,Monday,7:00 PM,9:00 PM,2
CSC 0321,Tuesday,7:00 AM,9:00 AM,2
CSC 0321,Tuesday,9:00 AM,11:00 AM,2
CSC 0321,Tuesday,11:00 AM,1:00 PM,2
CSC 0321,Tuesday,1:00 PM,3:00 PM,2
CSC 0321,Tuesday,3:00 PM,5:00 PM,2
CSC 0321,Tuesday,5:00 PM,7:00 PM,2
CSC 0321,Tuesday,7:00 PM,9:00 PM,2
CSC 0321,Wednesday,7:00 AM,9:00 AM,2
CSC 0321,Wednesday,9:00 AM,11:00 AM,2
CSC 0321,Wednesday,11:00 AM,1:00 PM,2
CSC 0321,Wednesday,1:00 PM,3:00 PM,2
CSC 0321,Wednesday,3:00 PM,5:00 PM,2
CSC 0321,Wednesday,5:00 PM,7:00 PM,2
CSC 0321,Wednesday,7:00 PM,9:00 PM,2
CSC 0321,Thursday,7:00 AM,9:00 AM,2
CSC 0321,Thursday,9:00 AM,11:00 AM,2
CSC 0321,Thursday,11:00 AM,1:00 PM,2
CSC 0321,Thursday,1:00 PM,3:00 PM,2
CSC 0321,Thursday,3:00 PM,5:00 PM,2
CSC 0321,Thursday,5:00 PM,7:00 PM,2
CSC 0321,Thursday,7:00 PM,9:00 PM,2
CSC 0321,Friday,7:00 AM,9:00 AM,2
CSC 0321,Friday,9:00 AM,11:00 AM,2
CSC 0321,Friday,11:00 AM,1:00 PM,2
CSC 0321,Friday,1:00 PM,3:00 PM,2
CSC 0321,Friday,3:00 PM,5:00 PM,2
CSC 0321,Friday,5:00 PM,7:00 PM,2
CSC 0321,Friday,7:00 PM,9:00 PM,2
CSC 0321,Saturday,7:00 AM,9:00 AM,2
CSC 0321,Saturday,9:00 AM,11:00 AM,2
CSC 0321,Saturday,11:00 AM,1:00 PM,2
CSC 0321,Saturday,1:00 PM,3:00 PM,2
CSC 0321,Saturday,3:00 PM,5:00 PM,2
CSC 0321,Saturday,5:00 PM,7:00 PM,2
CSC 0321,Saturday,7:00 PM,9:00 PM,2
CSC 0321.1,Monday,7:00 AM,8:00 AM,1
CSC 0321.1,Monday,8:00 AM,9:00 AM,1
CSC 0321.1,Monday,9:00 AM,10:00 AM,1
CSC 0321.1,Monday,10:00 AM,11:00 AM,1
CSC 0321.1,Monday,11:00 AM,12:00 PM,1
CSC 0321.1,Monday,12:00 PM,1:00 PM,1
CSC 0321.1,Monday,1:00 PM,2:00 PM,1
CSC 0321.1,Monday,2:00 PM,3:00 PM,1
CSC 0321.1,Monday,3:00 PM,4:00 PM,1
CSC 0321.1,Monday,4:00 PM,5:00 PM,1
CSC 0321.1,Monday,5:00 PM,6:00 PM,1
CSC 0321.1,Monday,6:00 PM,7:00 PM,1
CSC 0321.1,Monday,7:00 PM,8:00 PM,1
CSC 0321.1,Monday,8:00 PM,9:00 PM,1
CSC 0321.1,Tuesday,7:00 AM,8:00 AM,1
CSC 0321.1,Tuesday,8:00 AM,9:00 AM,1
CSC 0321.1,Tuesday,9:00 AM,10:00 AM,1
CSC 0321.1,Tuesday,10:00 AM,11:00 AM,1
CSC 0321.1,Tuesday,11:00 AM,12:00 PM,1
CSC 0321.1,Tuesday,12:00 PM,1:00 PM,1
CSC 0321.1,Tuesday,1:00 PM,2:00 PM,1
CSC 0321.1,Tuesday,2:00 PM,3:00 PM,1
CSC 0321.1,Tuesday,3:00 PM,4:00 PM,1
CSC 0321.1,Tuesday,4:00 PM,5:00 PM,1
CSC 0321.1,Tuesday,5:00 PM,6:00 PM,1
CSC 0321.1,Tuesday,6:00 PM,7:00 PM,1
CSC 0321.1,Tuesday,7:00 PM,8:00 PM,1
CSC 0321.1,Tuesday,8:00 PM,9:00 PM,1
CSC 0321.1,Wednesday,7:00 AM,8:00 AM,1
CSC 0321.1,Wednesday,8:00 AM,9:00 AM,1
CSC 0321.1,Wednesday,9:00 AM,10:00 AM,1
CSC 0321.1,Wednesday,10:00 AM,11:00 AM,1
CSC 0321.1,Wednesday,11:00 AM,12:00 PM,1
CSC 0321.1,Wednesday,12:00 PM,1:00 PM,1
CSC 0321.1,Wednesday,1:00 PM,2:00 PM,1
CSC 0321.1,Wednesday,2:00 PM,3:00 PM,1
CSC 0321.1,Wednesday,3:00 PM,4:00 PM,1
CSC 0321.1,Wednesday,4:00 PM,5:00 PM,1
CSC 0321.1,Wednesday,5:00 PM,6:00 PM,1
CSC 0321.1,Wednesday,6:00 PM,7:00 PM,1
CSC 0321.1,Wednesday,7:00 PM,8:00 PM,1
CSC 0321.1,Wednesday,8:00 PM,9:00 PM,1
CSC 0321.1,Thursday,7:00 AM,8:00 AM,1
CSC 0321.1,Thursday,8:00 AM,9:00 AM,1
CSC 0321.1,Thursday,9:00 AM,10:00 AM,1
CSC 0321.1,Thursday,10:00 AM,11:00 AM,1
CSC 0321.1,Thursday,11:00 AM,12:00 PM,1
CSC 0321.1,Thursday,12:00 PM,1:00 PM,1
CSC 0321.1,Thursday,1:00 PM,2:00 PM,1
CSC 0321.1,Thursday,2:00 PM,3:00 PM,1
CSC 0321.1,Thursday,3:00 PM,4:00 PM,1
CSC 0321.1,Thursday,4:00 PM,5:00 PM,1
CSC 0321.1,Thursday,5:00 PM,6:00 PM,1
CSC 0321.1,Thursday,6:00 PM,7:00 PM,1
CSC 0321.1,Thursday,7:00 PM,8:00 PM,1
CSC 0321.1,Thursday,8:00 PM,9:00 PM,1
CSC 0321.1,Friday,7:00 AM,8:00 AM,1
CSC 0321.1,Friday,8:00 AM,9:00 AM,1
CSC 0321.1,Friday,9:00 AM,10:00 AM,1
CSC 0321.1,Friday,10:00 AM,11:00 AM,1
CSC 0321.1,Friday,11:00 AM,12:00 PM,1
CSC 0321.1,Friday,12:00 PM,1:00 PM,1
CSC 0321.1,Friday,1:00 PM,2:00 PM,1
CSC 0321.1,Friday,2:00 PM,3:00 PM,1
CSC 0321.1,Friday,3:00 PM,4:00 PM,1
CSC 0321.1,Friday,4:00 PM,5:00 PM,1
CSC 0321.1,Friday,5:00 PM,6:00 PM,1
CSC 0321.1,Friday,6:00 PM,7:00 PM,1
CSC 0321.1,Friday,7:00 PM,8:00 PM,1
CSC 0321.1,Friday,8:00 PM,9:00 PM,1
CSC 0321.1,Saturday,7:00 AM,8:00 AM,1
CSC 0321.1,Saturday,8:00 AM,9:00 AM,1
CSC 0321.1,Saturday,9:00 AM,10:00 AM,1
CSC 0321.1,Saturday,10:00 AM,11:00 AM,1
CSC 0321.1,Saturday,11:00 AM,12:00 PM,1
CSC 0321.1,Saturday,12:00 PM,1:00 PM,1
CSC 0321.1,Saturday,1:00 PM,2:00 PM,1
CSC 0321.1,Saturday,2:00 PM,3:00 PM,1
CSC 0321.1,Saturday,3:00 PM,4:00 PM,1
CSC 0321.1,Saturday,4:00 PM,5:00 PM,1
CSC 0321.1,Saturday,5:00 PM,6:00 PM,1
CSC 0321.1,Saturday,6:00 PM,7:00 PM,1
CSC 0321.1,Saturday,7:00 PM,8:00 PM,1
CSC 0321.1,Saturday,8:00 PM,9:00 PM,1
CSC 0322,Monday,7:00 AM,9:00 AM,2
CSC 0322,Monday,9:00 AM,11:00 AM,2
CSC 0322,Monday,11:00 AM,1:00 PM,2
CSC 0322,Monday,1:00 PM,3:00 PM,2
CSC 0322,Monday,3:00 PM,5:00 PM,2
CSC 0322,Monday,5:00 PM,7:00 PM,2
CSC 0322,Monday,7:00 PM,9:00 PM,2
CSC 0322,Tuesday,7:00 AM,9:00 AM,2
CSC 0322,Tuesday,9:00 AM,11:00 AM,2
CSC 0322,Tuesday,11:00 AM,1:00 PM,2
CSC 0322,Tuesday,1:00 PM,3:00 PM,2
CSC 0322,Tuesday,3:00 PM,5:00 PM,2
CSC 0322,Tuesday,5:00 PM,7:00 PM,2
